,ph,Hardness,Conductivity,Turbidity,TC,portability
434,9.919478426,207.0655873,278.7532038,4.11748804,575.0,0
435,7.121458435,204.1641395,353.9275932,3.774600526,10.0,0
436,9.418296122,173.6402158,596.8258366,4.604633154,350.0,0
437,7.457164758,263.0367045,584.6043537,4.106543052,25478.0,0
438,5.27222756,206.3131847,410.6485372,5.068556189,15173.0,0
439,7.29195704,202.3290442,379.2701222,4.237643894,13.0,0
440,7.803833221,223.6881109,343.7640131,2.907387267,90.0,0
441,6.844350911,197.4604694,526.4259147,2.877062813,3808.0,0
442,5.608745232,152.9540623,596.0763683,4.644211645,11113.0,0
443,5.701154645,233.5150425,509.7678877,3.403136416,2309.0,0
444,5.412762498,226.5864876,420.124761,4.091205593,3322.0,0
445,5.018132384,169.3972377,467.2180731,4.286478967,3636.0,0
446,4.552238411,197.076934,461.8362776,3.932804334,4517.0,0
447,7.025305942,202.809081,471.1317159,5.989542791,4388.0,0
448,5.770620969,194.5001438,387.1304829,4.240821478,3949.0,0
449,8.437875983,183.1066249,587.022609,3.815468994,16691.0,0
450,5.907078269,213.4710813,357.2589703,4.296479909,2404.0,0
451,6.89834133,187.4153064,428.7869759,5.371284156,4267.0,0
452,10.25273437,217.7366692,528.1216265,3.290372492,3567.0,0
453,8.206499938,182.9053594,332.8553213,4.22512093,2446.0,0
454,7.286167388,208.4440851,352.6021464,4.686019916,3496.0,0
455,8.809296432,226.1059008,350.1166859,3.87905374,1404.0,0
456,6.641500687,198.8844095,573.7237623,4.694311216,5889.0,0
457,6.145148361,197.5410721,319.4340326,4.600885755,3937.0,0
458,5.906441765,177.8913689,385.8128184,4.807495942,2794.0,0
459,5.38984593,163.3443524,491.750448,3.577674921,14217.0,0
460,5.006562979,160.496448,303.2563429,3.665205612,2280.0,0
461,6.5036382,163.2566344,517.4283917,4.963184434,1330.0,0
462,9.606858896,200.8421428,370.903807,4.405351952,2517.0,0
463,8.742229882,179.4098037,323.7440125,2.842393186,3059.0,0
464,8.394397412,187.6434114,376.2411457,2.83390143,831.0,0
465,3.841205038,186.9177655,483.3342093,3.635634543,123.0,0
466,4.301373467,148.7377009,365.8353748,3.067626699,104.0,0
467,9.895889213,210.6540407,481.1367926,3.813428659,77.0,0
468,4.319440673,186.0561786,282.6874021,3.241972101,75.0,0
469,8.313773604,196.5476964,607.9158477,4.290071516,408.0,0
470,3.410359671,207.3974729,351.5203926,3.721765769,295.0,0
471,7.510943342,182.1928474,499.0950566,3.342409054,132.0,0
472,6.978290868,191.8584841,564.6475642,4.931878079,451.0,0
473,7.46072722,237.5796125,377.68222,3.949014618,964.0,0
474,7.220165553,204.7683905,407.3750465,4.398685036,241.0,0
475,8.790851189,187.4398122,384.920771,3.480271755,209.0,0
476,9.049166054,169.5092544,471.9253772,2.814000683,297.0,0
477,9.515140615,199.0813173,501.4468337,3.812887661,191.0,0
478,6.14524294,213.1755888,435.3765288,4.09093992,268.0,0
479,7.494212047,210.3472757,445.0612309,5.492704955,86.0,0
480,7.091885817,221.1914756,515.0599861,5.116406585,139.0,0
481,6.624572528,172.0554707,405.8180972,4.333720849,123.0,0
482,6.032188903,200.4207555,349.9821732,3.423831621,116.0,0
483,6.344095425,164.8172074,337.219448,3.843484016,126.0,0
484,7.459144859,217.7001303,494.0943388,3.841052038,115.0,0
485,6.361666803,175.0439989,302.1907102,3.681765114,245.0,0
486,9.011588754,228.9195192,380.1452048,2.897292531,74.0,0
487,7.466213132,223.1841808,456.2621506,2.081845657,77.0,0
488,5.739816333,189.8277886,425.0167571,2.722571208,142.0,0
489,7.785106673,174.8893609,491.4317215,4.904613044,73.0,0
490,7.138586781,180.9037778,399.9548334,3.272429761,64.0,0
491,8.805177745,157.2319816,299.2797747,5.176205069,79.0,0
492,8.003031485,186.4630821,561.6131872,3.137551206,112.0,0
493,7.157337864,214.0101011,506.899657,5.183622115,123.0,0
494,6.427365144,202.9449791,332.6127519,3.568823153,108.0,0
495,6.124672271,179.5797525,467.171822,3.631006709,637.0,0
496,8.457901037,228.7321522,370.7121076,4.914276095,670.0,0
497,5.772197394,200.1449708,414.0150432,3.078985839,541.0,0
498,6.760790523,192.1426205,457.5548272,4.905490433,538.0,0
499,7.895045662,174.6926854,472.0429124,3.084431233,528.0,0
500,8.576739928,221.1502583,389.2927845,3.916114733,2025.0,0
501,5.596729818,229.2950981,424.2570133,3.826158191,676.0,0
502,8.145632374,218.4408042,376.6698777,4.307547519,992.0,0
503,6.665495068,222.4877721,318.5643304,3.928495392,780.0,0
504,6.499067998,173.7688739,593.5617556,4.355880125,893.0,0
505,9.735889388,209.7615128,449.3677902,5.573210319,503.0,0
506,9.268281895,204.3604853,431.4754122,5.255703382,1169.0,0
507,10.0596421,175.8758278,477.9837557,3.81878876,1717.0,0
508,6.475885399,177.2949494,466.64942,4.306112971,2686.0,0
509,6.096128348,200.6462242,404.460052,2.956447478,660.0,0
510,6.297845634,214.2145741,434.0487022,1.680554025,810.0,0
511,5.284096687,185.7054923,543.1817477,4.800963142,680.0,0
512,8.26994471,192.0037757,405.3406089,3.076479932,626.0,0
513,6.03956779,246.6928547,357.9863126,4.206835504,1308.0,0
514,6.243279004,171.1038864,512.8947171,3.472839213,1410.0,0
515,8.214099764,192.1771266,418.6787647,3.38186391,608.0,0
516,9.836030547,230.4719215,300.0624866,4.219118008,258.0,0
517,8.719764332,219.7788985,481.8534152,2.887725422,15833.0,0
518,7.009601694,220.561996,397.996103,3.121944851,1400.0,0
519,6.492638846,172.8639603,652.5375916,4.667770161,394.0,0
520,7.814524321,180.3473084,370.0113729,2.901699556,248.0,0
521,9.652562935,205.2060586,392.7674528,3.192569799,465.0,0
522,8.00754122,151.7363219,447.484361,5.25017306,1572.0,0
523,7.386837696,189.5958143,458.0441705,4.816705216,256.0,0
524,5.497580321,204.6828696,476.8444591,5.060114929,897.0,0
525,6.057828114,230.7176933,397.2367839,3.292249267,1788.0,0
526,6.268953337,185.7066466,534.5408375,4.674495973,1260.0,0
527,6.284984822,196.7750562,574.5406715,5.703287743,184.0,0
528,9.043095632,181.5666628,372.551219,4.008499341,3460.0,0
529,8.523062079,201.6084925,436.6259903,5.112376365,144.0,0
530,4.02905271,203.3868565,503.7324283,4.179656267,175.0,0
531,6.412707042,204.3580969,389.2152949,5.014144884,1875.0,0
532,6.27629499,184.9520574,470.4296759,4.342759277,1813.0,0
533,7.648877928,188.5069774,393.293539,4.953533863,880.0,0
534,5.548181849,204.2598994,431.9724289,3.945460484,493.0,0
535,7.468617019,240.3453052,453.2113664,3.384178841,537.0,0
536,7.918150471,214.1866109,411.4244826,4.028958007,1134.0,0
537,5.433242117,201.7812455,451.5571777,3.675717673,1520.0,0
538,8.33951161,202.2016242,428.9503288,4.827704247,2200.0,0
539,6.715719088,195.1905985,411.7955029,2.443008006,1223.0,0
540,6.09801209,211.4540103,488.1413127,4.590616741,1636.0,0
541,6.576845323,156.2217681,418.9724666,3.771313518,542.0,0
542,4.68109876,220.4761261,442.5305081,4.125750333,323.0,0
543,8.15121531,219.56005,460.528736,3.523980506,1241.0,0
544,5.669689566,194.130069,403.9899202,3.592133424,464.0,0
545,6.6249436,185.4109329,458.9239774,3.546696372,435.0,0
546,8.273643584,188.1607511,344.1549646,3.331583735,141.0,0
547,10.50966863,213.8768725,411.2169781,3.505078834,362.0,0
548,5.171434094,207.2805308,552.9075895,2.949431503,343.0,0
549,6.9641983,193.7532798,302.9404332,2.395683182,1517.0,0
550,6.548796521,205.168161,327.967343,4.197305125,1458.0,0
551,6.555439264,195.1579765,436.2780756,3.79204017,398.0,0
552,9.042582866,221.3201844,377.8579586,4.34844014,995.0,0
553,5.970578908,202.7455203,412.0389222,5.013281168,70.0,0
554,6.273805782,191.8503964,538.2037134,4.510405324,137.0,0
555,6.604007989,212.9784674,430.332754,4.458966913,15083.0,0
556,7.14394199,153.2363644,278.4832659,3.792840307,32017.0,0
557,8.11644657,208.6891531,436.2905517,2.934697437,5395.0,0
558,7.66518778,209.9972465,417.7389884,2.707129162,4348.0,0
559,5.555352973,154.3006837,355.2069685,4.536145914,5142.0,0
560,7.543931305,192.2345408,369.4276991,3.703191306,4586.0,0
561,7.340170884,210.1188126,412.7065583,3.919139533,1116.0,0
562,10.01518906,210.126717,324.6479088,3.846547549,3573.0,0
563,8.892998479,224.078183,466.2454797,3.619132805,589.0,0
564,8.1414299,211.7942673,363.1293527,4.350921901,131.0,0
565,8.165714933,203.4193307,527.9125436,3.92011648,300.0,0
566,4.931958445,164.6667686,506.5314139,5.045982883,91.0,0
567,8.977821883,198.996287,492.0978246,3.199999614,118.0,0
568,7.372611796,220.3871636,551.1452068,3.182521119,87.0,0
569,9.107330383,202.5147114,467.1107616,4.492139949,174.0,0
570,4.168248461,164.3512893,547.4668312,2.804525051,123.0,0
571,7.806909023,216.4731687,524.0797055,5.127910988,90.0,0
572,6.704635426,230.7669398,405.7615711,3.42217862,104.0,0
573,3.623165848,156.8989167,388.7526203,5.370205549,249.0,0
574,7.966856824,186.353361,461.3562275,5.115430914,251.0,0
575,4.595607756,204.8596598,631.8220782,3.978919807,300000000.0,0
576,3.994497606,179.454192,538.1749592,3.379147351,5500.0,0
577,8.907987118,202.4612113,426.186565,4.641258532,63000.0,0
578,5.898726325,198.3100198,312.3885856,4.899815187,10000.0,0
579,9.514626622,215.725527,453.9184895,2.64503637,57750.0,0
580,8.842463656,229.9644224,370.0851534,4.576728706,34750.0,0
581,7.721078494,208.4385926,269.0136348,3.22395109,40667.0,0
582,9.089421098,208.91472,449.2599756,4.430116016,65000.0,0
583,1.757037115,147.5818314,428.4448225,2.96755413,55000.0,0
584,7.725192099,213.9513281,338.2142583,4.163325537,12000.0,0
585,6.729191489,178.4936319,341.7747779,5.112254251,66250.0,0
586,5.085429353,173.5659711,507.476249,3.96173067,40500.0,0
587,9.545270521,212.0463911,498.2669594,4.983903465,29500.0,0
588,7.802426084,232.67028,413.2921835,4.363529881,4.0,0
589,8.596767212,202.3431875,315.4790704,3.238692933,19.0,0
590,6.436444496,192.9956648,379.6753668,3.415851385,22.0,0
591,7.333477726,233.7213551,401.7393087,4.772662701,23.0,0
592,4.725997721,175.9914868,441.9451807,3.644606541,235.0,0
593,5.393345914,172.5502615,505.5423487,4.633854752,16.0,0
594,5.624819996,215.8228726,340.6483926,4.355489162,12.0,0
595,5.768868031,184.3950028,380.0968101,3.092626379,21.0,0
596,5.251353815,167.924336,315.5361054,4.072252323,46.0,0
597,7.688785916,209.1856253,355.6986132,3.918673156,31.0,0
598,3.681076271,144.2652699,564.183824,3.893070403,45.0,0
599,4.897691707,169.2357683,437.5386924,3.894464333,51.0,0
600,5.842754601,202.0447753,475.1429562,4.490392564,54.0,0
601,5.038316783,170.3604625,350.3910241,3.913695776,75.0,0
602,9.961247709,220.038186,398.6809356,3.246583097,52.0,0
603,7.417502637,198.705653,366.3707236,3.391240667,114.0,0
604,5.099932005,189.6659365,334.5123059,5.159301249,33.0,0
605,3.633162829,179.3505767,500.8660185,3.349571655,10.0,0
606,8.860450854,193.7431052,526.7049237,4.677713327,30.0,0
607,10.13793229,242.005716,596.3463464,3.872018159,60.0,0
608,9.90081484,199.0837518,345.0198518,2.39500211,48.0,0
609,10.2684305,218.2166825,341.6022087,4.304689262,59.0,0
610,0.22749905,152.5301112,443.0292321,3.545741438,46.0,0
611,6.017260924,206.0143998,431.7819875,4.427712282,80.0,0
612,7.110845138,213.8863369,505.7355345,5.712792127,20.0,0
613,6.350290472,190.3837378,446.8406051,4.265233067,16.0,0
614,8.12934172,211.1233123,367.9887837,4.822043564,73.0,0
615,10.25281623,218.2797001,336.1988372,4.559836219,26.0,0
616,5.462355935,187.7095327,534.6639449,4.486180492,24.0,0
617,9.239440361,212.5690763,575.4219684,3.471971127,58.0,0
618,7.071314192,213.619625,605.3050414,4.29372656,30.0,0
619,7.115895266,193.7067445,369.534034,3.736020547,48.0,0
620,8.238996597,199.5945387,328.3633983,3.089923749,522.0,0
621,6.446252032,204.2535631,418.0412196,4.976957858,412.0,0
622,6.161779499,202.7569725,344.3656891,4.003547029,12.0,0
623,6.772156538,196.9000984,347.5883747,3.827255961,32.0,0
624,7.06184552,211.0916871,353.5104246,3.958248504,55.0,0
625,4.638250259,182.4196209,439.1177046,4.124537825,31.0,0
626,7.678966889,205.4799184,395.2357843,3.718981559,41.0,0
627,8.137713063,178.7166329,481.0735393,2.743866752,20.0,0
628,7.481397772,186.0747655,323.7728426,4.03997629,30.0,0
629,8.082148076,185.9324194,402.6580222,3.373484514,41.0,0
630,7.702183099,192.1375306,646.7325987,4.382159162,38.0,0
631,6.750761186,207.2545054,446.6969391,2.777726265,36.0,0
632,6.323942073,185.9924106,401.3048946,3.575010576,39.0,0
633,5.403883692,199.0166741,377.4307463,3.189942299,50.0,0
634,5.699873488,159.4356011,501.7432181,2.416402098,45.0,0
635,7.694264582,184.8363006,439.6330269,5.707192759,55.0,0
636,8.581428694,186.6016211,384.3056983,3.388448222,408.0,0
637,9.888941401,220.638823,460.8124249,3.75016351,33.0,0
638,3.426450368,154.7117245,437.3771806,5.97805394,27.0,0
639,8.370440489,231.4425533,422.2938193,3.21063541,22.0,0
640,8.390500572,215.295518,443.4455903,4.150359337,21.0,0
641,7.58194468,193.2864626,414.8109854,4.833345774,326.0,0
642,9.850054687,208.740232,462.4801989,4.521836127,35.0,0
643,5.225683807,185.050444,394.6348677,3.695746982,36.0,0
644,9.663653196,233.487268,326.777803,4.741944305,40.0,0
645,7.935607325,207.0168521,358.8490033,3.619650737,2600.0,0
646,8.92814208,197.6485302,317.5326799,4.111101546,21.0,0
647,6.920342899,207.8213631,481.9558771,3.266213475,538.0,0
648,10.53809844,200.1398287,340.8088228,3.823092676,22.0,0
649,5.729302912,162.8575851,297.6313652,3.556394812,25.0,0
650,5.335688809,178.6401187,465.0727958,3.921976381,418.0,0
651,6.769834881,177.173258,389.5162861,3.655789569,45.0,0
652,6.848329601,195.4514824,404.2048592,3.732202018,31.0,0
653,8.589202344,233.7279746,258.880209,4.041445671,43.0,0
654,8.473649323,182.9971987,414.3080549,3.487816307,23000.0,0
655,7.591346094,199.2553218,416.4456175,4.515150114,15500.0,0
656,8.137767883,203.8618673,470.8362645,5.003825786,62667.0,0
657,5.35256598,150.4952143,422.4225087,4.779187009,87167.0,0
658,7.998090254,241.0002765,428.8823659,2.626546784,41.0,0
659,11.89807803,228.1326732,500.1692103,3.024968487,45.0,0
660,7.442536475,180.8590906,564.7934853,2.191138422,38.0,0
661,5.140800528,209.3585612,378.8971896,4.192257449,84500.0,0
662,6.947915534,219.5943849,453.1519381,3.685079273,425.0,0
663,9.622105987,182.9097278,573.3304971,3.975571849,81.0,0
664,5.361211666,171.315543,490.658747,1.81252894,22.0,0
665,4.909518983,186.1907032,460.5667219,3.785506644,26.0,0
666,6.376408434,182.1210382,350.2363264,5.404045773,438.0,0
667,3.94012546,163.1716531,487.9851851,3.478004808,204.0,0
668,6.916825973,210.8604386,392.3635858,4.598622246,625.0,0
669,9.146557556,226.0934249,459.5690214,3.210881939,503.0,0
670,10.26841472,225.0742181,353.6309129,5.199864588,316.0,0
671,8.787667941,232.4626372,415.6248817,3.489945595,516.0,0
672,7.36876853,213.1970192,496.270851,3.813881276,616.0,0
673,9.352719753,207.4651604,420.5945919,3.398264165,0.0,0
674,9.393148442,215.0513646,447.0744599,4.665681059,0.0,0
675,7.296572875,197.6469506,353.0629066,4.679168643,46.0,0
676,8.900864697,211.3068119,333.7753271,4.51875067,0.0,0
677,8.107244313,228.1718587,369.9031987,4.688271256,0.0,0
678,7.804368874,216.6738691,468.2125374,4.075556975,0.0,0
679,4.666148131,171.2887001,501.9028641,4.556863752,0.0,0
680,10.90507641,207.0048366,575.3090369,3.720264379,0.0,0
681,4.739548767,162.2468857,437.2175902,2.942348225,0.0,0
682,9.869231935,223.7726613,356.1819159,4.736849577,6.0,0
683,5.827541212,191.0049304,370.3572882,3.179128741,3550.0,0
684,0.989912213,133.2169416,322.2911912,5.160603788,6800.0,0
685,9.485832873,218.7382355,429.6222122,3.221129819,77.0,0
686,6.435722717,214.7246693,508.345207,4.925339107,2450.0,0
687,6.365497241,205.0565358,371.579634,5.125416576,15.0,0
688,5.452214926,199.2284675,469.1319513,5.19053381,2300.0,0
689,5.433466239,177.8283023,490.2846741,2.871196031,178.0,0
690,7.374775414,217.6986438,358.9832544,3.592264728,113.0,0
691,5.226941884,177.3196034,328.3874298,2.259550289,169.0,0
692,4.594209164,185.6328581,380.7232523,4.917909887,169.0,0
693,6.784133024,212.4423382,328.0335757,5.035822844,163.0,0
694,6.400256164,172.2990001,435.4056098,4.561493819,149.0,0
695,6.839415898,166.8669704,460.7659944,2.854526552,151.0,0
696,6.901863449,164.7234862,468.4163498,4.047907292,131.0,0
697,7.888843574,228.4883938,423.6627075,3.630523985,137.0,0
698,5.527633483,218.5189231,412.8676105,4.59113705,173.0,0
699,6.492403122,234.914512,442.1042076,4.383394692,171.0,0
700,6.684699737,193.8409311,498.0639962,4.030659831,149.0,0
701,6.223677775,238.0842107,474.6653317,3.919575057,166.0,0
702,4.758648347,203.5378325,288.9124568,4.405508764,181.0,0
703,7.440825031,183.3627126,452.9952928,2.496342612,137.0,0
704,8.054885744,200.943484,446.7484416,3.514097775,0.0,0
705,7.061830972,215.946322,431.4246894,4.299018587,105.0,0
706,7.611609817,222.2522695,505.2654826,2.87326121,541.0,0
707,4.691438315,200.8894064,516.8516225,2.730792274,63.0,0
708,8.064170137,209.8393334,338.8481579,3.246077223,285.0,0
709,4.292966858,212.8086454,382.922363,2.804923583,401.0,0
710,7.865756954,184.9129171,505.9128645,3.738618343,228.0,0
711,9.085637102,238.221968,381.3465821,2.544020276,282.0,0
712,6.592442508,242.4804727,440.6011346,3.060827354,1164.0,0
713,7.032818726,168.8223953,521.7808842,3.633373289,72.0,0
714,8.990317234,195.8090284,551.5403898,4.494544339,409.0,0
715,8.561218924,205.3668311,347.8409649,2.813888599,307.0,0
716,6.739157692,156.4827594,425.2888367,5.214484016,135.0,0
717,6.492627157,213.0653848,313.254743,3.378778493,124.0,0
718,6.753128353,191.9829945,389.7424621,5.102516757,158.0,0
719,5.039373609,142.860598,386.8030566,4.957419783,226.0,0
720,8.296344056,198.1970512,294.3251422,5.400810789,147.0,0
721,5.455599352,152.3867347,343.4175878,4.476348715,116.0,0
722,7.918183321,224.1520045,421.8900828,4.764193594,88.0,0
723,5.01804587,194.6681671,313.4779593,5.035153707,71.0,0
724,6.495435285,252.0109026,330.0450518,3.39047054,71.0,0
725,8.783167624,218.0328398,389.0216156,4.274136884,90.0,0
726,8.159666704,215.6482163,459.5411588,2.957194849,124.0,0
727,7.685396843,230.3357076,492.8503914,4.179187128,69.0,0
728,7.762020745,173.636742,520.6407738,3.256301329,740.0,0
729,7.207931097,204.0103465,437.5120421,4.705561884,100.0,0
730,6.9870415,169.7271158,425.670964,4.475161103,169.0,0
731,4.692196563,221.5477734,406.551667,4.009006062,99.0,0
732,4.059431468,200.3830795,414.157826,4.330321564,68.0,0
733,8.389945659,213.6656848,471.3698805,3.569717312,55.0,0
734,10.69553249,220.4510783,414.2560865,4.154845328,641.0,0
735,6.791696907,175.8943459,427.2397403,2.817391374,495.0,0
736,9.953952112,232.9490019,339.8830287,4.052905069,520.0,0
737,4.489783796,188.2519391,518.5852526,3.776225631,1325.0,0
738,8.020869103,175.8736762,428.6609649,3.442121236,2225.0,0
739,5.090035332,174.2663575,526.3610816,4.83886228,1725.0,0
740,6.466874709,214.3372704,304.9563717,3.408168792,1127.0,0
741,6.702496216,208.5537845,361.9477582,4.267952934,646.0,0
742,5.766204134,179.5726525,536.2686727,4.47201817,538.0,0
743,6.571099217,207.741025,497.9023198,4.555949236,900.0,0
744,8.509220049,200.3043481,585.2226284,2.519891581,5425.0,0
745,5.953981878,186.4570837,416.0909979,4.071916487,1650.0,0
746,5.403196492,185.6435227,587.3786921,3.871463111,625.0,0
747,5.596929951,162.7246723,535.3395605,3.506764606,1150.0,0
748,10.63290961,198.3780118,522.0278703,3.722454851,370.0,0
749,4.916819229,162.4567843,541.7723151,3.836703239,585.0,0
750,7.183095932,200.368159,617.5409065,3.806539439,2978.0,0
751,5.923441415,167.6586022,471.8575107,4.10736363,1275.0,0
752,7.377036504,175.0082757,579.4618244,4.531658688,687.0,0
753,7.833495881,220.9574326,462.1424242,5.580829963,1588.0,0
754,4.745764371,186.3031371,296.9641017,3.699146259,610.0,0
755,9.055825785,196.4758989,342.3594105,5.45691283,11000.0,0
756,5.492155983,176.2714037,500.9387879,3.294129366,960.0,0
757,4.487517479,199.0514027,390.5669453,2.765722248,208.0,0
758,7.027185659,185.3207014,326.2690802,5.35304334,775.0,0
759,10.20064451,182.0806013,291.6002828,5.174719759,1650.0,0
760,6.784279329,140.3667086,374.18184,4.045547056,1412.0,0
761,8.080415244,166.8917001,600.937203,4.070824292,148.0,0
762,7.344975869,182.3069422,360.1844731,3.418763195,465.0,0
763,5.923739955,200.5612126,399.9483325,3.884460371,1725.0,0
764,8.285395275,196.5520678,388.941163,5.438487907,913.0,0
765,5.949518764,160.4426313,451.0127884,4.072197622,1000.0,0
766,5.296578804,220.0808324,393.3886033,3.918469801,675.0,0
767,10.28206797,198.5463635,568.0789802,4.572923004,1725.0,0
768,7.016836113,167.3621871,471.4843946,4.101397991,465.0,0
769,6.871607245,197.5170934,379.5077385,4.180389312,1303.0,0
770,8.274069059,195.8033305,369.1983343,2.575423028,1163.0,0
771,8.238878989,198.2134051,401.0637637,2.784712797,575.0,0
772,5.791154373,190.4316792,544.8574806,4.104834817,578.0,0
773,6.153368957,237.1398278,485.0984831,4.030337485,625.0,0
774,7.303051906,196.9528752,451.605924,4.14486994,838.0,0
775,7.5926723,177.0808395,355.2844423,3.341426728,1925.0,0
776,6.784116115,189.6083467,480.308581,4.072186608,1196.0,0
777,5.606856131,211.5130972,446.3864036,4.070966098,2750.0,0
778,4.922045466,197.2872066,357.4707042,2.291694536,2725.0,0
779,5.700784947,185.9222471,359.506553,3.978141279,2650.0,0
780,10.67805626,168.6957663,327.6586444,4.308256961,198.0,0
781,7.602121475,199.3531655,210.319182,3.698874769,1630.0,0
782,8.846281957,188.4150006,419.3955691,2.925037558,2675.0,0
783,6.751698586,203.4004519,381.4403882,3.756006672,233.0,0
784,5.088213197,159.9626123,400.1553243,2.600618679,348.0,0
785,6.954907217,159.7663994,482.5982702,3.169714976,2210.0,0
786,8.983811794,204.6485152,416.8991601,2.445673388,1700.0,0
787,9.519659984,204.0809451,395.6985382,3.994556136,528.0,0
788,4.700392724,195.3528073,539.4646482,3.481943696,312.0,0
789,10.38613293,200.8911924,336.2797071,4.921340625,185.0,0
790,5.746529194,183.4717941,354.1744375,3.808372006,1255.0,0
791,10.8112895,209.10305,393.1864462,4.416183694,6858.0,0
792,8.966835973,228.6913547,456.4264885,3.654354962,14725.0,0
793,6.848805453,204.8127108,389.6382279,3.130044763,3542.0,0
794,8.861701557,200.6122986,521.7741145,3.579107242,6692.0,0
795,4.252985001,149.9386547,427.1137557,3.58830042,6617.0,0
796,6.729829904,229.4077836,521.8355248,4.724321913,4569.0,0
797,5.924540482,186.6200684,273.4468382,4.224342509,739.0,0
798,6.783888468,193.6535806,477.8546873,3.250022229,2872.0,0
799,7.390896679,219.3359778,553.0576632,4.325131645,1850.0,0
800,6.470151959,176.7363757,524.9097809,3.125391112,0.0,0
801,6.93039147,190.1893878,481.7375593,3.699796036,0.0,0
802,9.302441188,236.5807942,367.8975629,3.675985498,0.0,0
803,7.421997644,220.3853144,463.2969139,3.603609581,0.0,0
804,6.583064856,163.3616035,383.1245035,3.772858553,0.0,0
805,6.204429354,211.640958,552.4627918,4.106807505,2020.0,0
806,9.066628054,203.3841234,496.1614524,4.055421251,0.0,0
807,4.713116701,209.3420509,354.1701813,3.923356036,0.0,0
808,10.58138599,213.7764386,497.1691281,2.966945651,4838.0,0
809,7.574261237,227.9846646,433.6795425,3.686758983,41500.0,0
810,6.138785152,158.422129,373.8436199,4.677289618,8975.0,0
811,5.276323544,186.3825903,312.0025326,3.883029041,52500.0,0
812,6.776879088,189.4388127,420.3573924,3.322065007,17625.0,0
813,7.239415921,211.8728279,494.4169099,4.531825295,14500.0,0
814,6.552279123,190.547678,353.0636591,3.443385019,40250.0,0
815,8.408766231,210.7954061,555.580978,2.372791477,42875.0,0
816,7.986398706,202.0939398,477.6688358,4.814779191,8025.0,0
817,7.366915284,185.0435967,336.9568673,3.051316563,63500.0,0
818,6.062738419,224.8411806,385.3916191,4.369454697,60000.0,0
819,7.8564711,204.7834281,432.0431198,4.534681098,35000.0,0
820,5.15839641,189.2957887,331.5867258,4.645852435,0.0,0
821,6.39908051,230.0279326,452.9744803,2.620538023,0.0,0
822,7.394255556,207.9630384,392.4966653,4.263192772,62.0,0
823,4.443850856,240.1679012,533.968647,5.038118946,20.0,0
824,8.247148271,175.9118303,302.200496,3.94196926,16.0,0
825,4.902158989,214.6437558,375.0363685,3.499048523,20.0,0
826,6.86313625,194.5866593,439.2296156,4.319777195,0.0,0
827,6.66953238,190.7511649,383.245825,1.964863097,20.0,0
828,7.595669984,207.1154702,452.445746,3.403393177,166.0,0
829,8.163076383,183.1618528,475.2964708,3.287243971,23.0,0
830,8.87027826,193.3699479,355.470925,4.182740665,0.0,0
831,8.769676022,215.3687416,369.0166668,3.776718462,10.0,0
832,4.737391257,215.5295107,313.513502,3.853388072,10.0,0
833,7.790874862,196.4787124,471.5185364,3.076214341,5.0,0
834,6.0873061,214.556086,344.0720282,3.666671803,63.0,0
835,7.651294226,200.7170513,420.8283622,3.258041647,175.0,0
836,4.771490669,200.3740756,310.9278353,3.936972573,42.0,0
837,5.392057607,198.0171652,419.813956,2.978925445,23.0,0
838,5.477283049,165.4360934,488.7745948,6.35743852,5.0,0
839,6.364155674,193.5069028,432.1943573,4.764412042,10.0,0
840,8.347949483,231.2031014,527.380871,4.217861431,140.0,0
841,6.615981652,194.980636,383.122057,4.635709127,10.0,0
842,8.312379503,203.7445475,543.3929883,2.98809301,95.0,0
843,6.836224939,166.7429616,390.8049553,3.666613686,37.0,0
844,6.385470898,231.4884577,422.0677005,4.681716653,8.0,0
845,6.490037175,205.5415172,479.7861954,2.430883294,202.0,0
846,6.648849186,181.6881221,257.7041794,4.827527398,20.0,0
847,9.323583858,212.7106698,399.7737042,3.006650222,23.0,0
848,4.581968728,186.0979153,406.382378,4.500207625,1075.0,0
849,7.884841993,229.2426598,368.7708937,4.631640754,682.0,0
850,6.168838539,238.3010478,482.6733273,4.435760073,10.0,0
851,7.230845307,177.5748031,367.6899918,5.622018081,10.0,0
852,8.693104326,184.7728094,560.9659102,2.898223061,0.0,0
853,4.797460182,190.3151268,357.4361934,4.038502789,10.0,0
854,9.319176393,199.3335654,338.44145,4.129230416,15.0,0
855,7.581687577,180.7491402,617.8835131,4.457282487,53.0,0
856,5.348213659,232.6685087,371.9106474,3.31116811,35.0,0
857,5.487876363,179.2069831,510.6093851,4.223576482,25.0,0
858,8.315959071,221.2702228,501.6739826,2.760212574,23.0,0
859,8.551077748,216.4159321,510.8950007,4.04637969,359.0,0
860,6.013160966,218.8432561,444.276635,3.455622541,47.0,0
861,5.744067537,173.8508816,336.0618031,3.171655208,2633.0,0
862,5.218989651,164.7909916,422.2238018,4.383942554,409.0,0
863,7.458707683,207.7865734,442.3681431,2.938082397,12.0,0
864,11.02787986,228.3227976,376.2319179,4.178897909,18.0,0
865,6.72958019,242.1641459,440.8594348,4.003458052,37.0,0
866,4.1502143,174.9267412,425.2500465,3.502370872,29.0,0
867,7.159398311,171.8161053,530.5264113,3.254926497,340.0,0
868,6.209697437,169.3185048,549.2767283,3.893766831,648.0,0
